
==================================================================
TEST QUERY: SELECT * FROM huge_users JOIN huge_transactions ON huge_users.id = huge_transactions.user_id
------------------------------------------------------------------
Optimizer is processing heuristics and DP...

OPTIMAL PHYSICAL PLAN (Tree):

JOIN SEQUENCE (Order of Operations):
  Join 1: [huge_transactions] X [huge_users] ON huge_transactions.user_id = huge_users.id (MergeJoin)

Estimated Cost: 3000
Resulting Tuple Size: 500000
Best Algorithm Selected: Merge

--- EXECUTION ENGINE RESULTS ---
huge_transactions.amount	huge_transactions.tx_id	huge_transactions.user_id	huge_users.id	huge_users.region	
848	53938	53939	53939	Region39	
849	53939	53940	53940	Region40	
850	53940	53941	53941	Region41	
851	53941	53942	53942	Region42	
852	53942	53943	53943	Region43	
853	53943	53944	53944	Region44	
854	53944	53945	53945	Region45	
855	53945	53946	53946	Region46	
856	53946	53947	53947	Region47	
857	53947	53948	53948	Region48	
858	53948	53949	53949	Region49	
859	53949	53950	53950	Region0	
860	53950	53951	53951	Region1	
861	53951	53952	53952	Region2	
862	53952	53953	53953	Region3	
863	53953	53954	53954	Region4	
864	53954	53955	53955	Region5	
865	53955	53956	53956	Region6	
866	53956	53957	53957	Region7	
867	53957	53958	53958	Region8	
868	53958	53959	53959	Region9	
869	53959	53960	53960	Region10	
870	53960	53961	53961	Region11	
871	53961	53962	53962	Region12	
872	53962	53963	53963	Region13	
873	53963	53964	53964	Region14	
874	53964	53965	53965	Region15	
875	53965	53966	53966	Region16	
876	53966	53967	53967	Region17	
877	53967	53968	53968	Region18	
878	53968	53969	53969	Region19	
879	53969	53970	53970	Region20	
880	53970	53971	53971	Region21	
881	53971	53972	53972	Region22	
882	53972	53973	53973	Region23	
883	53973	53974	53974	Region24	
884	53974	53975	53975	Region25	
885	53975	53976	53976	Region26	
886	53976	53977	53977	Region27	
887	53977	53978	53978	Region28	
888	53978	53979	53979	Region29	
889	53979	53980	53980	Region30	
890	53980	53981	53981	Region31	
891	53981	53982	53982	Region32	
892	53982	53983	53983	Region33	
893	53983	53984	53984	Region34	
894	53984	53985	53985	Region35	
895	53985	53986	53986	Region36	
896	53986	53987	53987	Region37	
897	53987	53988	53988	Region38	
898	53988	53989	53989	Region39	
899	53989	53990	53990	Region40	
900	53990	53991	53991	Region41	
901	53991	53992	53992	Region42	
902	53992	53993	53993	Region43	
903	53993	53994	53994	Region44	
904	53994	53995	53995	Region45	
905	53995	53996	53996	Region46	
906	53996	53997	53997	Region47	
907	53997	53998	53998	Region48	
908	53998	53999	53999	Region49	
909	53999	54000	54000	Region0	
10	54000	54001	54001	Region1	
11	54001	54002	54002	Region2	
12	54002	54003	54003	Region3	
13	54003	54004	54004	Region4	
14	54004	54005	54005	Region5	
15	54005	54006	54006	Region6	
16	54006	54007	54007	Region7	
17	54007	54008	54008	Region8	
18	54008	54009	54009	Region9	
19	54009	54010	54010	Region10	
20	54010	54011	54011	Region11	
21	54011	54012	54012	Region12	
22	54012	54013	54013	Region13	
23	54013	54014	54014	Region14	
24	54014	54015	54015	Region15	
25	54015	54016	54016	Region16	
26	54016	54017	54017	Region17	
27	54017	54018	54018	Region18	
28	54018	54019	54019	Region19	
29	54019	54020	54020	Region20	
30	54020	54021	54021	Region21	
31	54021	54022	54022	Region22	
32	54022	54023	54023	Region23	
33	54023	54024	54024	Region24	
34	54024	54025	54025	Region25	
35	54025	54026	54026	Region26	
36	54026	54027	54027	Region27	
37	54027	54028	54028	Region28	
38	54028	54029	54029	Region29	
39	54029	54030	54030	Region30	
40	54030	54031	54031	Region31	
41	54031	54032	54032	Region32	
42	54032	54033	54033	Region33	
43	54033	54034	54034	Region34	
44	54034	54035	54035	Region35	
45	54035	54036	54036	Region36	
46	54036	54037	54037	Region37	
47	54037	54038	54038	Region38	
48	54038	54039	54039	Region39	
49	54039	54040	54040	Region40	
50	54040	54041	54041	Region41	
51	54041	54042	54042	Region42	
52	54042	54043	54043	Region43	
53	54043	54044	54044	Region44	
54	54044	54045	54045	Region45	
55	54045	54046	54046	Region46	
56	54046	54047	54047	Region47	
57	54047	54048	54048	Region48	
58	54048	54049	54049	Region49	
59	54049	54050	54050	Region0	
60	54050	54051	54051	Region1	
61	54051	54052	54052	Region2	
62	54052	54053	54053	Region3	
63	54053	54054	54054	Region4	
64	54054	54055	54055	Region5	
65	54055	54056	54056	Region6	
66	54056	54057	54057	Region7	
67	54057	54058	54058	Region8	
68	54058	54059	54059	Region9	
69	54059	54060	54060	Region10	
70	54060	54061	54061	Region11	
71	54061	54062	54062	Region12	
72	54062	54063	54063	Region13	
73	54063	54064	54064	Region14	
74	54064	54065	54065	Region15	
75	54065	54066	54066	Region16	
76	54066	54067	54067	Region17	
77	54067	54068	54068	Region18	
78	54068	54069	54069	Region19	
79	54069	54070	54070	Region20	
80	54070	54071	54071	Region21	
81	54071	54072	54072	Region22	
82	54072	54073	54073	Region23	
83	54073	54074	54074	Region24	
84	54074	54075	54075	Region25	
85	54075	54076	54076	Region26	
86	54076	54077	54077	Region27	
87	54077	54078	54078	Region28	
88	54078	54079	54079	Region29	
89	54079	54080	54080	Region30	
90	54080	54081	54081	Region31	
91	54081	54082	54082	Region32	
92	54082	54083	54083	Region33	
93	54083	54084	54084	Region34	
94	54084	54085	54085	Region35	
95	54085	54086	54086	Region36	
96	54086	54087	54087	Region37	
97	54087	54088	54088	Region38	
98	54088	54089	54089	Region39	
99	54089	54090	54090	Region40	
100	54090	54091	54091	Region41	
101	54091	54092	54092	Region42	
102	54092	54093	54093	Region43	
103	54093	54094	54094	Region44	
104	54094	54095	54095	Region45	
105	54095	54096	54096	Region46	
106	54096	54097	54097	Region47	
107	54097	54098	54098	Region48	
108	54098	54099	54099	Region49	
109	54099	54100	54100	Region0	
110	54100	54101	54101	Region1	
111	54101	54102	54102	Region2	
112	54102	54103	54103	Region3	
113	54103	54104	54104	Region4	
114	54104	54105	54105	Region5	
115	54105	54106	54106	Region6	
116	54106	54107	54107	Region7	
117	54107	54108	54108	Region8	
118	54108	54109	54109	Region9	
119	54109	54110	54110	Region10	
120	54110	54111	54111	Region11	
121	54111	54112	54112	Region12	
122	54112	54113	54113	Region13	
123	54113	54114	54114	Region14	
124	54114	54115	54115	Region15	
125	54115	54116	54116	Region16	
126	54116	54117	54117	Region17	
127	54117	54118	54118	Region18	
128	54118	54119	54119	Region19	
129	54119	54120	54120	Region20	
130	54120	54121	54121	Region21	
131	54121	54122	54122	Region22	
132	54122	54123	54123	Region23	
133	54123	54124	54124	Region24	
134	54124	54125	54125	Region25	
135	54125	54126	54126	Region26	
136	54126	54127	54127	Region27	
137	54127	54128	54128	Region28	
138	54128	54129	54129	Region29	
139	54129	54130	54130	Region30	
140	54130	54131	54131	Region31	
141	54131	54132	54132	Region32	
142	54132	54133	54133	Region33	
143	54133	54134	54134	Region34	
144	54134	54135	54135	Region35	
145	54135	54136	54136	Region36	
146	54136	54137	54137	Region37	
147	54137	54138	54138	Region38	
148	54138	54139	54139	Region39	
149	54139	54140	54140	Region40	
150	54140	54141	54141	Region41	
151	54141	54142	54142	Region42	
152	54142	54143	54143	Region43	
153	54143	54144	54144	Region44	
154	54144	54145	54145	Region45	
155	54145	54146	54146	Region46	
156	54146	54147	54147	Region47	
157	54147	54148	54148	Region48	
158	54148	54149	54149	Region49	
159	54149	54150	54150	Region0	
160	54150	54151	54151	Region1	
161	54151	54152	54152	Region2	
162	54152	54153	54153	Region3	
163	54153	54154	54154	Region4	
164	54154	54155	54155	Region5	
165	54155	54156	54156	Region6	
166	54156	54157	54157	Region7	
167	54157	54158	54158	Region8	
168	54158	54159	54159	Region9	
169	54159	54160	54160	Region10	
170	54160	54161	54161	Region11	
171	54161	54162	54162	Region12	
172	54162	54163	54163	Region13	
173	54163	54164	54164	Region14	
174	54164	54165	54165	Region15	
175	54165	54166	54166	Region16	
176	54166	54167	54167	Region17	
177	54167	54168	54168	Region18	
178	54168	54169	54169	Region19	
179	54169	54170	54170	Region20	
180	54170	54171	54171	Region21	
181	54171	54172	54172	Region22	
182	54172	54173	54173	Region23	
183	54173	54174	54174	Region24	
184	54174	54175	54175	Region25	
185	54175	54176	54176	Region26	
186	54176	54177	54177	Region27	
187	54177	54178	54178	Region28	
188	54178	54179	54179	Region29	
189	54179	54180	54180	Region30	
190	54180	54181	54181	Region31	
191	54181	54182	54182	Region32	
192	54182	54183	54183	Region33	
193	54183	54184	54184	Region34	
194	54184	54185	54185	Region35	
195	54185	54186	54186	Region36	
196	54186	54187	54187	Region37	
197	54187	54188	54188	Region38	
198	54188	54189	54189	Region39	
199	54189	54190	54190	Region40	
200	54190	54191	54191	Region41	
201	54191	54192	54192	Region42	
202	54192	54193	54193	Region43	
203	54193	54194	54194	Region44	
204	54194	54195	54195	Region45	
205	54195	54196	54196	Region46	
206	54196	54197	54197	Region47	
207	54197	54198	54198	Region48	
208	54198	54199	54199	Region49	
209	54199	54200	54200	Region0	
210	54200	54201	54201	Region1	
211	54201	54202	54202	Region2	
212	54202	54203	54203	Region3	
213	54203	54204	54204	Region4	
214	54204	54205	54205	Region5	
215	54205	54206	54206	Region6	
216	54206	54207	54207	Region7	
217	54207	54208	54208	Region8	
218	54208	54209	54209	Region9	
219	54209	54210	54210	Region10	
220	54210	54211	54211	Region11	
221	54211	54212	54212	Region12	
222	54212	54213	54213	Region13	
223	54213	54214	54214	Region14	
224	54214	54215	54215	Region15	
225	54215	54216	54216	Region16	
226	54216	54217	54217	Region17	
227	54217	54218	54218	Region18	
228	54218	54219	54219	Region19	
229	54219	54220	54220	Region20	
230	54220	54221	54221	Region21	
231	54221	54222	54222	Region22	
232	54222	54223	54223	Region23	
233	54223	54224	54224	Region24	
234	54224	54225	54225	Region25	
235	54225	54226	54226	Region26	
236	54226	54227	54227	Region27	
237	54227	54228	54228	Region28	
238	54228	54229	54229	Region29	
239	54229	54230	54230	Region30	
240	54230	54231	54231	Region31	
241	54231	54232	54232	Region32	
242	54232	54233	54233	Region33	
243	54233	54234	54234	Region34	
244	54234	54235	54235	Region35	
245	54235	54236	54236	Region36	
246	54236	54237	54237	Region37	
247	54237	54238	54238	Region38	
248	54238	54239	54239	Region39	
249	54239	54240	54240	Region40	
250	54240	54241	54241	Region41	
251	54241	54242	54242	Region42	
252	54242	54243	54243	Region43	
253	54243	54244	54244	Region44	
254	54244	54245	54245	Region45	
255	54245	54246	54246	Region46	
256	54246	54247	54247	Region47	
257	54247	54248	54248	Region48	
258	54248	54249	54249	Region49	
259	54249	54250	54250	Region0	
260	54250	54251	54251	Region1	
261	54251	54252	54252	Region2	
262	54252	54253	54253	Region3	
263	54253	54254	54254	Region4	
264	54254	54255	54255	Region5	
265	54255	54256	54256	Region6	
266	54256	54257	54257	Region7	
267	54257	54258	54258	Region8	
268	54258	54259	54259	Region9	
269	54259	54260	54260	Region10	
270	54260	54261	54261	Region11	
271	54261	54262	54262	Region12	
272	54262	54263	54263	Region13	
273	54263	54264	54264	Region14	
274	54264	54265	54265	Region15	
275	54265	54266	54266	Region16	
276	54266	54267	54267	Region17	
277	54267	54268	54268	Region18	
278	54268	54269	54269	Region19	
279	54269	54270	54270	Region20	
280	54270	54271	54271	Region21	
281	54271	54272	54272	Region22	
282	54272	54273	54273	Region23	
283	54273	54274	54274	Region24	
284	54274	54275	54275	Region25	
285	54275	54276	54276	Region26	
286	54276	54277	54277	Region27	
287	54277	54278	54278	Region28	
288	54278	54279	54279	Region29	
289	54279	54280	54280	Region30	
290	54280	54281	54281	Region31	
291	54281	54282	54282	Region32	
292	54282	54283	54283	Region33	
293	54283	54284	54284	Region34	
294	54284	54285	54285	Region35	
295	54285	54286	54286	Region36	
296	54286	54287	54287	Region37	
297	54287	54288	54288	Region38	
298	54288	54289	54289	Region39	
299	54289	54290	54290	Region40	
300	54290	54291	54291	Region41	
301	54291	54292	54292	Region42	
302	54292	54293	54293	Region43	
303	54293	54294	54294	Region44	
304	54294	54295	54295	Region45	
305	54295	54296	54296	Region46	
306	54296	54297	54297	Region47	
307	54297	54298	54298	Region48	
308	54298	54299	54299	Region49	
309	54299	54300	54300	Region0	
310	54300	54301	54301	Region1	
311	54301	54302	54302	Region2	
312	54302	54303	54303	Region3	
313	54303	54304	54304	Region4	
314	54304	54305	54305	Region5	
315	54305	54306	54306	Region6	
316	54306	54307	54307	Region7	
317	54307	54308	54308	Region8	
318	54308	54309	54309	Region9	
319	54309	54310	54310	Region10	
320	54310	54311	54311	Region11	
321	54311	54312	54312	Region12	
322	54312	54313	54313	Region13	
323	54313	54314	54314	Region14	
324	54314	54315	54315	Region15	
325	54315	54316	54316	Region16	
326	54316	54317	54317	Region17	
327	54317	54318	54318	Region18	
328	54318	54319	54319	Region19	
329	54319	54320	54320	Region20	
330	54320	54321	54321	Region21	
331	54321	54322	54322	Region22	
332	54322	54323	54323	Region23	
333	54323	54324	54324	Region24	
334	54324	54325	54325	Region25	
335	54325	54326	54326	Region26	
336	54326	54327	54327	Region27	
337	54327	54328	54328	Region28	
338	54328	54329	54329	Region29	
339	54329	54330	54330	Region30	
340	54330	54331	54331	Region31	
341	54331	54332	54332	Region32	
342	54332	54333	54333	Region33	
343	54333	54334	54334	Region34	
344	54334	54335	54335	Region35	
345	54335	54336	54336	Region36	
346	54336	54337	54337	Region37	
347	54337	54338	54338	Region38	
348	54338	54339	54339	Region39	
349	54339	54340	54340	Region40	
350	54340	54341	54341	Region41	
351	54341	54342	54342	Region42	
352	54342	54343	54343	Region43	
353	54343	54344	54344	Region44	
354	54344	54345	54345	Region45	
355	54345	54346	54346	Region46	
356	54346	54347	54347	Region47	
357	54347	54348	54348	Region48	
358	54348	54349	54349	Region49	
359	54349	54350	54350	Region0	
360	54350	54351	54351	Region1	
361	54351	54352	54352	Region2	
362	54352	54353	54353	Region3	
363	54353	54354	54354	Region4	
364	54354	54355	54355	Region5	
365	54355	54356	54356	Region6	
366	54356	54357	54357	Region7	
367	54357	54358	54358	Region8	
368	54358	54359	54359	Region9	
369	54359	54360	54360	Region10	
370	54360	54361	54361	Region11	
371	54361	54362	54362	Region12	
372	54362	54363	54363	Region13	
373	54363	54364	54364	Region14	
374	54364	54365	54365	Region15	
375	54365	54366	54366	Region16	
376	54366	54367	54367	Region17	
377	54367	54368	54368	Region18	
378	54368	54369	54369	Region19	
379	54369	54370	54370	Region20	
380	54370	54371	54371	Region21	
381	54371	54372	54372	Region22	
382	54372	54373	54373	Region23	
383	54373	54374	54374	Region24	
384	54374	54375	54375	Region25	
385	54375	54376	54376	Region26	
386	54376	54377	54377	Region27	
387	54377	54378	54378	Region28	
388	54378	54379	54379	Region29	
389	54379	54380	54380	Region30	
390	54380	54381	54381	Region31	
391	54381	54382	54382	Region32	
392	54382	54383	54383	Region33	
393	54383	54384	54384	Region34	
394	54384	54385	54385	Region35	
395	54385	54386	54386	Region36	
396	54386	54387	54387	Region37	
397	54387	54388	54388	Region38	
398	54388	54389	54389	Region39	
399	54389	54390	54390	Region40	
400	54390	54391	54391	Region41	
401	54391	54392	54392	Region42	
402	54392	54393	54393	Region43	
403	54393	54394	54394	Region44	
404	54394	54395	54395	Region45	
405	54395	54396	54396	Region46	
406	54396	54397	54397	Region47	
407	54397	54398	54398	Region48	
408	54398	54399	54399	Region49	
409	54399	54400	54400	Region0	
410	54400	54401	54401	Region1	
411	54401	54402	54402	Region2	
412	54402	54403	54403	Region3	
413	54403	54404	54404	Region4	
414	54404	54405	54405	Region5	
415	54405	54406	54406	Region6	
416	54406	54407	54407	Region7	
417	54407	54408	54408	Region8	
418	54408	54409	54409	Region9	
419	54409	54410	54410	Region10	
420	54410	54411	54411	Region11	
421	54411	54412	54412	Region12	
422	54412	54413	54413	Region13	
423	54413	54414	54414	Region14	
424	54414	54415	54415	Region15	
425	54415	54416	54416	Region16	
426	54416	54417	54417	Region17	
427	54417	54418	54418	Region18	
428	54418	54419	54419	Region19	
429	54419	54420	54420	Region20	
430	54420	54421	54421	Region21	
431	54421	54422	54422	Region22	
432	54422	54423	54423	Region23	
433	54423	54424	54424	Region24	
434	54424	54425	54425	Region25	
435	54425	54426	54426	Region26	
436	54426	54427	54427	Region27	
437	54427	54428	54428	Region28	
438	54428	54429	54429	Region29	
439	54429	54430	54430	Region30	
440	54430	54431	54431	Region31	
441	54431	54432	54432	Region32	
442	54432	54433	54433	Region33	
443	54433	54434	54434	Region34	
444	54434	54435	54435	Region35	
445	54435	54436	54436	Region36	
446	54436	54437	54437	Region37	
447	54437	54438	54438	Region38	
448	54438	54439	54439	Region39	
449	54439	54440	54440	Region40	
450	54440	54441	54441	Region41	
451	54441	54442	54442	Region42	
452	54442	54443	54443	Region43	
453	54443	54444	54444	Region44	
454	54444	54445	54445	Region45	
455	54445	54446	54446	Region46	
456	54446	54447	54447	Region47	
457	54447	54448	54448	Region48	
458	54448	54449	54449	Region49	
459	54449	54450	54450	Region0	
460	54450	54451	54451	Region1	
461	54451	54452	54452	Region2	
462	54452	54453	54453	Region3	
463	54453	54454	54454	Region4	
464	54454	54455	54455	Region5	
465	54455	54456	54456	Region6	
466	54456	54457	54457	Region7	
467	54457	54458	54458	Region8	
468	54458	54459	54459	Region9	
469	54459	54460	54460	Region10	
470	54460	54461	54461	Region11	
471	54461	54462	54462	Region12	
472	54462	54463	54463	Region13	
473	54463	54464	54464	Region14	
474	54464	54465	54465	Region15	
475	54465	54466	54466	Region16	
476	54466	54467	54467	Region17	
477	54467	54468	54468	Region18	
478	54468	54469	54469	Region19	
479	54469	54470	54470	Region20	
480	54470	54471	54471	Region21	
481	54471	54472	54472	Region22	
482	54472	54473	54473	Region23	
483	54473	54474	54474	Region24	
484	54474	54475	54475	Region25	
485	54475	54476	54476	Region26	
486	54476	54477	54477	Region27	
487	54477	54478	54478	Region28	
488	54478	54479	54479	Region29	
489	54479	54480	54480	Region30	
490	54480	54481	54481	Region31	
491	54481	54482	54482	Region32	
492	54482	54483	54483	Region33	
493	54483	54484	54484	Region34	
494	54484	54485	54485	Region35	
495	54485	54486	54486	Region36	
496	54486	54487	54487	Region37	
497	54487	54488	54488	Region38	
498	54488	54489	54489	Region39	
499	54489	54490	54490	Region40	
500	54490	54491	54491	Region41	
501	54491	54492	54492	Region42	
502	54492	54493	54493	Region43	
503	54493	54494	54494	Region44	
504	54494	54495	54495	Region45	
505	54495	54496	54496	Region46	
506	54496	54497	54497	Region47	
507	54497	54498	54498	Region48	
508	54498	54499	54499	Region49	
509	54499	54500	54500	Region0	
510	54500	54501	54501	Region1	
511	54501	54502	54502	Region2	
512	54502	54503	54503	Region3	
513	54503	54504	54504	Region4	
514	54504	54505	54505	Region5	
515	54505	54506	54506	Region6	
516	54506	54507	54507	Region7	
517	54507	54508	54508	Region8	
518	54508	54509	54509	Region9	
519	54509	54510	54510	Region10	
520	54510	54511	54511	Region11	
521	54511	54512	54512	Region12	
522	54512	54513	54513	Region13	
523	54513	54514	54514	Region14	
524	54514	54515	54515	Region15	
525	54515	54516	54516	Region16	
526	54516	54517	54517	Region17	
527	54517	54518	54518	Region18	
528	54518	54519	54519	Region19	
529	54519	54520	54520	Region20	
530	54520	54521	54521	Region21	
531	54521	54522	54522	Region22	
532	54522	54523	54523	Region23	
533	54523	54524	54524	Region24	
534	54524	54525	54525	Region25	
535	54525	54526	54526	Region26	
536	54526	54527	54527	Region27	
537	54527	54528	54528	Region28	
538	54528	54529	54529	Region29	
539	54529	54530	54530	Region30	
540	54530	54531	54531	Region31	
541	54531	54532	54532	Region32	
542	54532	54533	54533	Region33	
543	54533	54534	54534	Region34	
544	54534	54535	54535	Region35	
545	54535	54536	54536	Region36	
546	54536	54537	54537	Region37	
547	54537	54538	54538	Region38	
548	54538	54539	54539	Region39	
549	54539	54540	54540	Region40	
550	54540	54541	54541	Region41	
551	54541	54542	54542	Region42	
552	54542	54543	54543	Region43	
553	54543	54544	54544	Region44	
554	54544	54545	54545	Region45	
555	54545	54546	54546	Region46	
556	54546	54547	54547	Region47	
557	54547	54548	54548	Region48	
558	54548	54549	54549	Region49	
559	54549	54550	54550	Region0	
560	54550	54551	54551	Region1	
561	54551	54552	54552	Region2	
562	54552	54553	54553	Region3	
563	54553	54554	54554	Region4	
564	54554	54555	54555	Region5	
565	54555	54556	54556	Region6	
566	54556	54557	54557	Region7	
567	54557	54558	54558	Region8	
568	54558	54559	54559	Region9	
569	54559	54560	54560	Region10	
570	54560	54561	54561	Region11	
571	54561	54562	54562	Region12	
572	54562	54563	54563	Region13	
573	54563	54564	54564	Region14	
574	54564	54565	54565	Region15	
575	54565	54566	54566	Region16	
576	54566	54567	54567	Region17	
577	54567	54568	54568	Region18	
578	54568	54569	54569	Region19	
579	54569	54570	54570	Region20	
580	54570	54571	54571	Region21	
581	54571	54572	54572	Region22	
582	54572	54573	54573	Region23	
583	54573	54574	54574	Region24	
584	54574	54575	54575	Region25	
585	54575	54576	54576	Region26	
586	54576	54577	54577	Region27	
587	54577	54578	54578	Region28	
588	54578	54579	54579	Region29	
589	54579	54580	54580	Region30	
590	54580	54581	54581	Region31	
591	54581	54582	54582	Region32	
592	54582	54583	54583	Region33	
593	54583	54584	54584	Region34	
594	54584	54585	54585	Region35	
595	54585	54586	54586	Region36	
596	54586	54587	54587	Region37	
597	54587	54588	54588	Region38	
598	54588	54589	54589	Region39	
599	54589	54590	54590	Region40	
600	54590	54591	54591	Region41	
601	54591	54592	54592	Region42	
602	54592	54593	54593	Region43	
603	54593	54594	54594	Region44	
604	54594	54595	54595	Region45	
605	54595	54596	54596	Region46	
606	54596	54597	54597	Region47	
607	54597	54598	54598	Region48	
608	54598	54599	54599	Region49	
609	54599	54600	54600	Region0	
610	54600	54601	54601	Region1	
611	54601	54602	54602	Region2	
612	54602	54603	54603	Region3	
613	54603	54604	54604	Region4	
614	54604	54605	54605	Region5	
615	54605	54606	54606	Region6	
616	54606	54607	54607	Region7	
617	54607	54608	54608	Region8	
618	54608	54609	54609	Region9	
619	54609	54610	54610	Region10	
620	54610	54611	54611	Region11	
621	54611	54612	54612	Region12	
622	54612	54613	54613	Region13	
623	54613	54614	54614	Region14	
624	54614	54615	54615	Region15	
625	54615	54616	54616	Region16	
626	54616	54617	54617	Region17	
627	54617	54618	54618	Region18	
628	54618	54619	54619	Region19	
629	54619	54620	54620	Region20	
630	54620	54621	54621	Region21	
631	54621	54622	54622	Region22	
632	54622	54623	54623	Region23	
633	54623	54624	54624	Region24	
634	54624	54625	54625	Region25	
635	54625	54626	54626	Region26	
636	54626	54627	54627	Region27	
637	54627	54628	54628	Region28	
638	54628	54629	54629	Region29	
639	54629	54630	54630	Region30	
640	54630	54631	54631	Region31	
641	54631	54632	54632	Region32	
642	54632	54633	54633	Region33	
643	54633	54634	54634	Region34	
644	54634	54635	54635	Region35	
645	54635	54636	54636	Region36	
646	54636	54637	54637	Region37	
647	54637	54638	54638	Region38	
648	54638	54639	54639	Region39	
649	54639	54640	54640	Region40	
650	54640	54641	54641	Region41	
651	54641	54642	54642	Region42	
652	54642	54643	54643	Region43	
653	54643	54644	54644	Region44	
654	54644	54645	54645	Region45	
655	54645	54646	54646	Region46	
656	54646	54647	54647	Region47	
657	54647	54648	54648	Region48	
658	54648	54649	54649	Region49	
659	54649	54650	54650	Region0	
660	54650	54651	54651	Region1	
661	54651	54652	54652	Region2	
662	54652	54653	54653	Region3	
663	54653	54654	54654	Region4	
664	54654	54655	54655	Region5	
665	54655	54656	54656	Region6	
666	54656	54657	54657	Region7	
667	54657	54658	54658	Region8	
668	54658	54659	54659	Region9	
669	54659	54660	54660	Region10	
670	54660	54661	54661	Region11	
671	54661	54662	54662	Region12	
672	54662	54663	54663	Region13	
673	54663	54664	54664	Region14	
674	54664	54665	54665	Region15	
675	54665	54666	54666	Region16	
676	54666	54667	54667	Region17	
677	54667	54668	54668	Region18	
678	54668	54669	54669	Region19	
679	54669	54670	54670	Region20	
680	54670	54671	54671	Region21	
681	54671	54672	54672	Region22	
682	54672	54673	54673	Region23	
683	54673	54674	54674	Region24	
684	54674	54675	54675	Region25	
685	54675	54676	54676	Region26	
686	54676	54677	54677	Region27	
687	54677	54678	54678	Region28	
688	54678	54679	54679	Region29	
689	54679	54680	54680	Region30	
690	54680	54681	54681	Region31	
691	54681	54682	54682	Region32	
692	54682	54683	54683	Region33	
693	54683	54684	54684	Region34	
694	54684	54685	54685	Region35	
695	54685	54686	54686	Region36	
696	54686	54687	54687	Region37	
697	54687	54688	54688	Region38	
698	54688	54689	54689	Region39	
699	54689	54690	54690	Region40	
700	54690	54691	54691	Region41	
701	54691	54692	54692	Region42	
702	54692	54693	54693	Region43	
703	54693	54694	54694	Region44	
704	54694	54695	54695	Region45	
705	54695	54696	54696	Region46	
706	54696	54697	54697	Region47	
707	54697	54698	54698	Region48	
708	54698	54699	54699	Region49	
709	54699	54700	54700	Region0	
710	54700	54701	54701	Region1	
711	54701	54702	54702	Region2	
712	54702	54703	54703	Region3	
713	54703	54704	54704	Region4	
714	54704	54705	54705	Region5	
715	54705	54706	54706	Region6	
716	54706	54707	54707	Region7	
717	54707	54708	54708	Region8	
718	54708	54709	54709	Region9	
719	54709	54710	54710	Region10	
720	54710	54711	54711	Region11	
721	54711	54712	54712	Region12	
722	54712	54713	54713	Region13	
723	54713	54714	54714	Region14	
724	54714	54715	54715	Region15	
725	54715	54716	54716	Region16	
726	54716	54717	54717	Region17	
727	54717	54718	54718	Region18	
728	54718	54719	54719	Region19	
729	54719	54720	54720	Region20	
730	54720	54721	54721	Region21	
731	54721	54722	54722	Region22	
732	54722	54723	54723	Region23	
733	54723	54724	54724	Region24	
734	54724	54725	54725	Region25	
735	54725	54726	54726	Region26	
736	54726	54727	54727	Region27	
737	54727	54728	54728	Region28	
738	54728	54729	54729	Region29	
739	54729	54730	54730	Region30	
740	54730	54731	54731	Region31	
741	54731	54732	54732	Region32	
742	54732	54733	54733	Region33	
743	54733	54734	54734	Region34	
744	54734	54735	54735	Region35	
745	54735	54736	54736	Region36	
746	54736	54737	54737	Region37	
747	54737	54738	54738	Region38	
748	54738	54739	54739	Region39	
749	54739	54740	54740	Region40	
750	54740	54741	54741	Region41	
751	54741	54742	54742	Region42	
752	54742	54743	54743	Region43	
753	54743	54744	54744	Region44	
754	54744	54745	54745	Region45	
755	54745	54746	54746	Region46	
756	54746	54747	54747	Region47	
757	54747	54748	54748	Region48	
758	54748	54749	54749	Region49	
759	54749	54750	54750	Region0	
760	54750	54751	54751	Region1	
761	54751	54752	54752	Region2	
762	54752	54753	54753	Region3	
763	54753	54754	54754	Region4	
764	54754	54755	54755	Region5	
765	54755	54756	54756	Region6	
766	54756	54757	54757	Region7	
767	54757	54758	54758	Region8	
768	54758	54759	54759	Region9	
769	54759	54760	54760	Region10	
770	54760	54761	54761	Region11	
771	54761	54762	54762	Region12	
772	54762	54763	54763	Region13	
773	54763	54764	54764	Region14	
774	54764	54765	54765	Region15	
775	54765	54766	54766	Region16	
776	54766	54767	54767	Region17	
777	54767	54768	54768	Region18	
778	54768	54769	54769	Region19	
779	54769	54770	54770	Region20	
780	54770	54771	54771	Region21	
781	54771	54772	54772	Region22	
782	54772	54773	54773	Region23	
783	54773	54774	54774	Region24	
784	54774	54775	54775	Region25	
785	54775	54776	54776	Region26	
786	54776	54777	54777	Region27	
787	54777	54778	54778	Region28	
788	54778	54779	54779	Region29	
789	54779	54780	54780	Region30	
790	54780	54781	54781	Region31	
791	54781	54782	54782	Region32	
792	54782	54783	54783	Region33	
793	54783	54784	54784	Region34	
794	54784	54785	54785	Region35	
795	54785	54786	54786	Region36	
796	54786	54787	54787	Region37	
797	54787	54788	54788	Region38	
798	54788	54789	54789	Region39	
799	54789	54790	54790	Region40	
800	54790	54791	54791	Region41	
801	54791	54792	54792	Region42	
802	54792	54793	54793	Region43	
803	54793	54794	54794	Region44	
